Item Name,Warehouse Name,Date,Number of Records,Lot Number,Warehouse Index
itm_17,Nagoya,2020-03-06,7,00001,2
itm_19,Fukuoka,2020-03-03,3,00001,4
itm_6,Nagoya,2020-03-05,9,00001,2
itm_12,Fukuoka,2020-03-12,3,00001,4
itm_3,Fukuoka,2020-03-06,3,00001,4
itm_18,Hokkaido,2020-03-19,9,00001,3
itm_0,Saitama,2020-03-19,3,00001,5
itm_7,Tokyo,2020-03-24,4,00001,0
itm_13,Tokyo,2020-03-16,9,00001,0
itm_4,Tokyo,2020-03-13,3,00001,0
itm_4,Nagoya,2020-03-27,0,00001,2
itm_9,Tokyo,2020-03-10,6,00001,0
itm_15,Hokkaido,2020-03-27,9,00001,3
itm_16,Osaka,2020-03-05,2,00001,1
itm_4,Nagoya,2020-03-28,3,00001,2
itm_9,Osaka,2020-03-13,9,00001,1
itm_15,Nagoya,2020-03-03,3,00001,2
itm_8,Fukuoka,2020-03-22,8,00001,4
itm_12,Fukuoka,2020-03-21,7,00001,4
itm_12,Hokkaido,2020-03-21,1,00001,3
itm_7,Osaka,2020-03-24,3,00001,1
itm_17,Saitama,2020-03-04,6,00001,5
itm_8,Osaka,2020-03-14,1,00001,1
itm_14,Osaka,2020-03-10,7,00001,1
itm_7,Osaka,2020-03-09,1,00001,1
itm_9,Nagoya,2020-03-09,1,00001,2
itm_9,Nagoya,2020-03-14,2,00001,2
itm_19,Osaka,2020-03-27,5,00001,1
itm_0,Hokkaido,2020-03-16,4,00001,3
itm_15,Hokkaido,2020-03-10,4,00001,3
itm_4,Tokyo,2020-03-26,6,00001,0
itm_8,Nagoya,2020-03-10,7,00001,2
itm_5,Nagoya,2020-03-05,6,00001,2
itm_0,Tokyo,2020-03-27,6,00001,0
itm_12,Fukuoka,2020-03-08,0,00001,4
itm_17,Tokyo,2020-03-14,9,00001,0
itm_4,Osaka,2020-03-11,6,00001,1
itm_11,Hokkaido,2020-03-08,4,00001,3
itm_2,Osaka,2020-03-02,7,00001,1
itm_10,Saitama,2020-03-11,7,00001,5
itm_6,Fukuoka,2020-03-10,2,00001,4
itm_3,Osaka,2020-03-22,9,00001,1
itm_2,Tokyo,2020-03-21,6,00001,0
itm_2,Nagoya,2020-03-22,5,00001,2
itm_1,Tokyo,2020-03-01,5,00001,0
itm_1,Nagoya,2020-03-19,8,00001,2
itm_3,Hokkaido,2020-03-10,6,00001,3
itm_3,Nagoya,2020-03-20,5,00001,2
itm_10,Osaka,2020-03-04,2,00001,1
itm_18,Fukuoka,2020-03-25,9,00001,4
itm_11,Hokkaido,2020-03-05,9,00001,3
itm_5,Tokyo,2020-03-12,0,00001,0
itm_7,Hokkaido,2020-03-02,6,00001,3
itm_2,Tokyo,2020-03-17,2,00001,0
itm_4,Tokyo,2020-03-22,5,00001,0
itm_14,Osaka,2020-03-02,3,00001,1
itm_17,Tokyo,2020-03-26,0,00001,0
itm_8,Fukuoka,2020-03-06,0,00001,4
itm_19,Saitama,2020-03-05,9,00001,5
itm_19,Tokyo,2020-03-27,1,00001,0
itm_11,Nagoya,2020-03-22,7,00001,2
itm_3,Saitama,2020-03-12,3,00001,5
itm_9,Fukuoka,2020-03-18,8,00001,4
itm_19,Hokkaido,2020-03-08,5,00001,3
itm_13,Nagoya,2020-03-11,0,00001,2
itm_15,Saitama,2020-03-03,8,00001,5
itm_15,Tokyo,2020-03-09,7,00001,0
itm_6,Fukuoka,2020-03-13,3,00001,4
itm_4,Fukuoka,2020-03-07,4,00001,4
itm_15,Osaka,2020-03-12,3,00001,1
itm_1,Nagoya,2020-03-28,8,00001,2
itm_7,Hokkaido,2020-03-20,1,00001,3
itm_12,Saitama,2020-03-19,8,00001,5
itm_10,Hokkaido,2020-03-17,3,00001,3
itm_3,Saitama,2020-03-10,9,00001,5
itm_9,Fukuoka,2020-03-16,2,00001,4
itm_6,Fukuoka,2020-03-06,4,00001,4
itm_11,Saitama,2020-03-11,6,00001,5
itm_19,Hokkaido,2020-03-08,2,00001,3
itm_8,Fukuoka,2020-03-07,0,00001,4
itm_0,Fukuoka,2020-03-26,8,00001,4
itm_7,Hokkaido,2020-03-13,2,00001,3
itm_12,Fukuoka,2020-03-03,1,00001,4
itm_5,Saitama,2020-03-07,7,00001,5
itm_18,Tokyo,2020-03-03,9,00001,0
itm_2,Osaka,2020-03-20,1,00001,1
itm_17,Saitama,2020-03-18,3,00001,5
itm_7,Saitama,2020-03-09,4,00001,5
itm_10,Hokkaido,2020-03-19,3,00001,3
itm_0,Tokyo,2020-03-09,8,00001,0
itm_10,Tokyo,2020-03-04,4,00001,0
itm_18,Nagoya,2020-03-15,1,00001,2
itm_1,Hokkaido,2020-03-24,2,00001,3
itm_14,Hokkaido,2020-03-24,8,00001,3
itm_1,Fukuoka,2020-03-01,9,00001,4
itm_19,Nagoya,2020-03-23,2,00001,2
itm_14,Fukuoka,2020-03-10,3,00001,4
itm_12,Saitama,2020-03-02,2,00001,5
itm_2,Osaka,2020-03-11,3,00001,1
itm_10,Nagoya,2020-03-26,8,00001,2
itm_6,Osaka,2020-03-24,9,00001,1
itm_16,Saitama,2020-03-14,2,00001,5
itm_5,Fukuoka,2020-03-22,8,00001,4
itm_8,Nagoya,2020-03-01,6,00001,2
itm_16,Tokyo,2020-03-27,8,00001,0
itm_0,Nagoya,2020-03-25,6,00001,2
itm_10,Nagoya,2020-03-08,7,00001,2
itm_7,Hokkaido,2020-03-14,5,00001,3
itm_3,Nagoya,2020-03-04,6,00001,2
itm_1,Nagoya,2020-03-26,4,00001,2
itm_11,Tokyo,2020-03-09,4,00001,0
itm_18,Tokyo,2020-03-16,0,00001,0
itm_4,Nagoya,2020-03-09,2,00001,2
itm_17,Fukuoka,2020-03-28,0,00001,4
itm_0,Saitama,2020-03-13,4,00001,5
itm_10,Saitama,2020-03-08,3,00001,5
itm_17,Saitama,2020-03-03,6,00001,5
itm_18,Fukuoka,2020-03-11,8,00001,4
itm_19,Hokkaido,2020-03-26,4,00001,3
itm_9,Saitama,2020-03-01,5,00001,5
itm_2,Hokkaido,2020-03-03,1,00001,3
itm_14,Tokyo,2020-03-24,3,00001,0
itm_14,Osaka,2020-03-26,4,00001,1
itm_12,Osaka,2020-03-18,0,00001,1
itm_12,Tokyo,2020-03-25,0,00001,0
itm_15,Hokkaido,2020-03-15,8,00001,3
itm_7,Fukuoka,2020-03-27,7,00001,4
itm_15,Nagoya,2020-03-14,9,00001,2
itm_8,Osaka,2020-03-03,9,00001,1
itm_1,Osaka,2020-03-11,3,00001,1
itm_10,Tokyo,2020-03-17,6,00001,0
itm_1,Osaka,2020-03-06,7,00001,1
itm_9,Saitama,2020-03-14,4,00001,5
itm_7,Tokyo,2020-03-09,6,00001,0
itm_10,Nagoya,2020-03-16,3,00001,2
itm_9,Tokyo,2020-03-10,3,00001,0
itm_12,Tokyo,2020-03-11,1,00001,0
itm_9,Fukuoka,2020-03-14,7,00001,4
itm_16,Saitama,2020-03-22,2,00001,5
itm_8,Fukuoka,2020-03-01,0,00001,4
itm_7,Osaka,2020-03-13,5,00001,1
itm_11,Hokkaido,2020-03-27,8,00001,3
itm_1,Fukuoka,2020-03-28,8,00001,4
itm_0,Osaka,2020-03-02,5,00001,1
itm_12,Nagoya,2020-03-05,0,00001,2
itm_3,Osaka,2020-03-12,3,00001,1
itm_15,Osaka,2020-03-05,9,00001,1
itm_5,Hokkaido,2020-03-25,3,00001,3
itm_11,Nagoya,2020-03-20,2,00001,2
itm_13,Osaka,2020-03-08,8,00001,1
itm_7,Saitama,2020-03-28,9,00001,5
itm_12,Saitama,2020-03-08,2,00001,5
itm_7,Nagoya,2020-03-07,4,00001,2
itm_1,Hokkaido,2020-03-03,2,00001,3
itm_11,Hokkaido,2020-03-12,8,00001,3
itm_10,Fukuoka,2020-03-12,5,00001,4
itm_5,Nagoya,2020-03-20,5,00001,2
itm_13,Nagoya,2020-03-07,6,00001,2
itm_14,Tokyo,2020-03-26,1,00001,0
itm_3,Fukuoka,2020-03-26,2,00001,4
itm_1,Hokkaido,2020-03-10,3,00001,3
itm_17,Hokkaido,2020-03-06,3,00001,3
itm_19,Osaka,2020-03-04,7,00001,1
itm_15,Fukuoka,2020-03-13,9,00001,4
itm_17,Osaka,2020-03-21,4,00001,1
itm_3,Osaka,2020-03-27,1,00001,1
itm_8,Hokkaido,2020-03-14,4,00001,3
itm_10,Tokyo,2020-03-04,4,00001,0
itm_13,Saitama,2020-03-16,1,00001,5
itm_1,Hokkaido,2020-03-10,0,00001,3
itm_3,Nagoya,2020-03-18,1,00001,2
itm_2,Hokkaido,2020-03-18,5,00001,3
itm_15,Tokyo,2020-03-10,7,00001,0
itm_4,Saitama,2020-03-02,5,00001,5
itm_12,Osaka,2020-03-13,8,00001,1
itm_1,Hokkaido,2020-03-24,3,00001,3
itm_0,Hokkaido,2020-03-15,0,00001,3
itm_18,Tokyo,2020-03-03,8,00001,0
itm_7,Hokkaido,2020-03-05,8,00001,3
itm_7,Nagoya,2020-03-23,4,00001,2
itm_2,Tokyo,2020-03-17,6,00001,0
itm_5,Tokyo,2020-03-24,5,00001,0
itm_1,Nagoya,2020-03-12,3,00001,2
itm_4,Saitama,2020-03-14,2,00001,5
itm_18,Hokkaido,2020-03-14,9,00001,3
itm_5,Saitama,2020-03-28,8,00001,5
itm_14,Saitama,2020-03-15,1,00001,5
itm_10,Nagoya,2020-03-17,6,00001,2
itm_13,Nagoya,2020-03-08,9,00001,2
itm_3,Tokyo,2020-03-15,3,00001,0
itm_13,Nagoya,2020-03-04,9,00001,2
itm_15,Nagoya,2020-03-17,7,00001,2
itm_8,Tokyo,2020-03-26,2,00001,0
itm_1,Hokkaido,2020-03-07,6,00001,3
itm_19,Saitama,2020-03-28,7,00001,5
itm_19,Saitama,2020-03-01,6,00001,5
itm_8,Saitama,2020-03-26,5,00001,5
itm_18,Fukuoka,2020-03-01,7,00001,4
itm_10,Fukuoka,2020-03-26,9,00001,4
itm_4,Nagoya,2020-03-03,9,00001,2
itm_1,Fukuoka,2020-03-24,5,00001,4
itm_15,Tokyo,2020-03-19,4,00001,0
itm_18,Nagoya,2020-03-06,7,00001,2
itm_0,Tokyo,2020-03-13,3,00001,0
itm_2,Hokkaido,2020-03-06,3,00001,3
itm_12,Tokyo,2020-03-17,7,00001,0
itm_8,Tokyo,2020-03-20,8,00001,0
itm_6,Fukuoka,2020-03-15,5,00001,4
itm_13,Saitama,2020-03-08,2,00001,5
itm_11,Saitama,2020-03-22,8,00001,5
itm_3,Fukuoka,2020-03-03,2,00001,4
itm_4,Saitama,2020-03-18,6,00001,5
itm_13,Saitama,2020-03-20,2,00001,5
itm_16,Tokyo,2020-03-08,9,00001,0
itm_17,Nagoya,2020-03-14,7,00001,2
itm_7,Tokyo,2020-03-17,9,00001,0
itm_15,Tokyo,2020-03-19,4,00001,0
itm_16,Hokkaido,2020-03-17,0,00001,3
itm_11,Nagoya,2020-03-25,9,00001,2
itm_14,Saitama,2020-03-23,4,00001,5
itm_2,Saitama,2020-03-12,2,00001,5
itm_6,Fukuoka,2020-03-24,4,00001,4
itm_5,Tokyo,2020-03-11,3,00001,0
itm_19,Tokyo,2020-03-07,8,00001,0
itm_13,Fukuoka,2020-03-15,0,00001,4
itm_5,Fukuoka,2020-03-05,2,00001,4
itm_6,Nagoya,2020-03-17,8,00001,2
itm_4,Fukuoka,2020-03-28,6,00001,4
itm_1,Tokyo,2020-03-11,3,00001,0
itm_9,Tokyo,2020-03-11,8,00001,0
itm_9,Hokkaido,2020-03-15,3,00001,3
itm_10,Osaka,2020-03-18,9,00001,1
itm_5,Saitama,2020-03-27,7,00001,5
itm_17,Hokkaido,2020-03-08,1,00001,3
itm_15,Osaka,2020-03-19,2,00001,1
itm_8,Osaka,2020-03-27,9,00001,1
itm_0,Osaka,2020-03-27,3,00001,1
itm_0,Saitama,2020-03-14,0,00001,5
itm_18,Hokkaido,2020-03-03,8,00001,3
itm_9,Nagoya,2020-03-02,8,00001,2
itm_3,Tokyo,2020-03-21,6,00001,0
itm_1,Fukuoka,2020-03-04,9,00001,4
itm_8,Osaka,2020-03-27,1,00001,1
itm_10,Saitama,2020-03-07,9,00001,5
itm_19,Nagoya,2020-03-11,0,00001,2
itm_12,Hokkaido,2020-03-21,6,00001,3
itm_11,Hokkaido,2020-03-22,1,00001,3
itm_11,Saitama,2020-03-08,5,00001,5
itm_4,Tokyo,2020-03-01,3,00001,0
itm_16,Fukuoka,2020-03-07,0,00001,4
itm_13,Fukuoka,2020-03-02,0,00001,4
itm_19,Fukuoka,2020-03-12,3,00001,4
itm_6,Nagoya,2020-03-24,3,00001,2
itm_9,Tokyo,2020-03-16,4,00001,0
itm_1,Nagoya,2020-03-28,2,00001,2
itm_15,Osaka,2020-03-19,7,00001,1
itm_16,Osaka,2020-03-11,5,00001,1
itm_18,Saitama,2020-03-24,3,00001,5
itm_19,Saitama,2020-03-01,6,00001,5
itm_11,Nagoya,2020-03-28,9,00001,2
itm_19,Fukuoka,2020-03-14,8,00001,4
itm_12,Hokkaido,2020-03-27,4,00001,3
itm_10,Fukuoka,2020-03-23,0,00001,4
itm_2,Osaka,2020-03-21,7,00001,1
itm_19,Saitama,2020-03-01,7,00001,5
itm_8,Saitama,2020-03-24,9,00001,5
itm_18,Hokkaido,2020-03-06,9,00001,3
itm_17,Fukuoka,2020-03-11,4,00001,4
itm_9,Saitama,2020-03-11,8,00001,5
itm_2,Osaka,2020-03-16,2,00001,1
itm_11,Saitama,2020-03-17,7,00001,5
itm_16,Hokkaido,2020-03-03,7,00001,3
itm_5,Hokkaido,2020-03-23,4,00001,3
itm_3,Hokkaido,2020-03-05,5,00001,3
itm_16,Tokyo,2020-03-17,1,00001,0
itm_10,Nagoya,2020-03-24,4,00001,2
itm_16,Fukuoka,2020-03-05,0,00001,4
itm_9,Fukuoka,2020-03-08,4,00001,4
itm_13,Osaka,2020-03-23,0,00001,1
itm_5,Hokkaido,2020-03-07,6,00001,3
itm_2,Tokyo,2020-03-07,6,00001,0
itm_9,Osaka,2020-03-12,6,00001,1
itm_2,Hokkaido,2020-03-03,7,00001,3
itm_18,Nagoya,2020-03-07,5,00001,2
itm_9,Saitama,2020-03-23,9,00001,5
itm_0,Nagoya,2020-03-24,0,00001,2
itm_6,Hokkaido,2020-03-02,5,00001,3
itm_13,Fukuoka,2020-03-15,9,00001,4
itm_0,Fukuoka,2020-03-16,9,00001,4
itm_19,Hokkaido,2020-03-13,9,00001,3
itm_12,Tokyo,2020-03-02,1,00001,0
itm_1,Fukuoka,2020-03-24,7,00001,4
itm_6,Saitama,2020-03-02,9,00001,5
itm_1,Hokkaido,2020-03-12,1,00001,3
itm_5,Osaka,2020-03-23,6,00001,1
itm_8,Tokyo,2020-03-03,0,00001,0
itm_14,Nagoya,2020-03-21,5,00001,2
itm_3,Osaka,2020-03-09,2,00001,1
itm_8,Tokyo,2020-03-14,1,00001,0
itm_12,Tokyo,2020-03-10,6,00001,0
itm_15,Osaka,2020-03-16,8,00001,1
itm_6,Saitama,2020-03-22,0,00001,5
itm_15,Hokkaido,2020-03-18,6,00001,3
itm_12,Fukuoka,2020-03-18,1,00001,4
itm_7,Saitama,2020-03-11,5,00001,5
itm_10,Tokyo,2020-03-18,4,00001,0
itm_9,Fukuoka,2020-03-23,7,00001,4
itm_0,Osaka,2020-03-02,6,00001,1
itm_10,Saitama,2020-03-27,6,00001,5
itm_18,Nagoya,2020-03-26,1,00001,2
itm_16,Osaka,2020-03-13,9,00001,1
itm_1,Tokyo,2020-03-13,7,00001,0
itm_18,Saitama,2020-03-14,2,00001,5
itm_11,Saitama,2020-03-17,1,00001,5
itm_5,Fukuoka,2020-03-09,9,00001,4
itm_9,Nagoya,2020-03-07,7,00001,2
itm_5,Hokkaido,2020-03-14,4,00001,3
itm_9,Tokyo,2020-03-19,8,00001,0
itm_5,Saitama,2020-03-01,5,00001,5
itm_5,Hokkaido,2020-03-24,0,00001,3
itm_0,Nagoya,2020-03-25,1,00001,2
itm_16,Fukuoka,2020-03-08,5,00001,4
itm_19,Osaka,2020-03-25,4,00001,1
itm_13,Fukuoka,2020-03-17,3,00001,4
itm_19,Fukuoka,2020-03-07,9,00001,4
itm_11,Osaka,2020-03-12,4,00001,1
itm_3,Fukuoka,2020-03-19,3,00001,4
itm_10,Saitama,2020-03-05,1,00001,5
itm_0,Tokyo,2020-03-10,1,00001,0
itm_5,Tokyo,2020-03-22,5,00001,0
itm_19,Fukuoka,2020-03-24,5,00001,4
itm_16,Hokkaido,2020-03-23,7,00001,3
itm_0,Hokkaido,2020-03-27,5,00001,3
itm_16,Nagoya,2020-03-01,9,00001,2
itm_17,Tokyo,2020-03-15,5,00001,0
itm_6,Nagoya,2020-03-28,0,00001,2
itm_9,Tokyo,2020-03-07,7,00001,0
itm_1,Hokkaido,2020-03-12,7,00001,3
itm_12,Saitama,2020-03-22,7,00001,5
itm_13,Osaka,2020-03-23,5,00001,1
itm_10,Nagoya,2020-03-23,6,00001,2
itm_14,Tokyo,2020-03-19,9,00001,0
itm_13,Osaka,2020-03-22,8,00001,1
itm_15,Saitama,2020-03-03,0,00001,5
itm_6,Saitama,2020-03-22,6,00001,5
itm_11,Fukuoka,2020-03-08,2,00001,4
itm_7,Tokyo,2020-03-06,9,00001,0
itm_8,Fukuoka,2020-03-16,5,00001,4
itm_9,Nagoya,2020-03-17,2,00001,2
itm_0,Nagoya,2020-03-20,9,00001,2
itm_18,Nagoya,2020-03-14,2,00001,2
itm_3,Nagoya,2020-03-07,4,00001,2
itm_1,Fukuoka,2020-03-28,0,00001,4
itm_16,Nagoya,2020-03-24,8,00001,2
itm_6,Osaka,2020-03-26,5,00001,1
itm_7,Saitama,2020-03-14,9,00001,5
itm_11,Tokyo,2020-03-17,0,00001,0
itm_5,Fukuoka,2020-03-12,8,00001,4
itm_8,Fukuoka,2020-03-23,8,00001,4
itm_16,Nagoya,2020-03-17,5,00001,2
itm_6,Saitama,2020-03-27,9,00001,5
itm_9,Osaka,2020-03-12,4,00001,1
itm_0,Hokkaido,2020-03-18,3,00001,3
itm_13,Fukuoka,2020-03-18,3,00001,4
itm_18,Saitama,2020-03-23,6,00001,5
itm_16,Nagoya,2020-03-28,4,00001,2
itm_10,Saitama,2020-03-28,4,00001,5
itm_16,Nagoya,2020-03-13,0,00001,2
itm_1,Hokkaido,2020-03-27,4,00001,3
itm_5,Nagoya,2020-03-28,6,00001,2
itm_8,Saitama,2020-03-10,8,00001,5
itm_12,Fukuoka,2020-03-11,0,00001,4
itm_9,Nagoya,2020-03-09,8,00001,2
itm_11,Saitama,2020-03-13,6,00001,5
itm_4,Fukuoka,2020-03-02,3,00001,4
itm_1,Hokkaido,2020-03-10,2,00001,3
itm_11,Nagoya,2020-03-10,9,00001,2
itm_9,Fukuoka,2020-03-15,2,00001,4
itm_18,Tokyo,2020-03-07,3,00001,0
itm_9,Nagoya,2020-03-21,2,00001,2
itm_19,Nagoya,2020-03-23,7,00001,2
itm_12,Tokyo,2020-03-10,7,00001,0
itm_9,Nagoya,2020-03-08,8,00001,2
itm_2,Tokyo,2020-03-21,4,00001,0
itm_14,Hokkaido,2020-03-27,9,00001,3
itm_7,Fukuoka,2020-03-20,3,00001,4
itm_18,Fukuoka,2020-03-19,7,00001,4
itm_14,Hokkaido,2020-03-23,1,00001,3
itm_9,Hokkaido,2020-03-17,6,00001,3
itm_13,Hokkaido,2020-03-15,4,00001,3
itm_2,Fukuoka,2020-03-09,7,00001,4
itm_10,Nagoya,2020-03-13,1,00001,2
itm_2,Fukuoka,2020-03-20,2,00001,4
itm_17,Hokkaido,2020-03-09,9,00001,3
itm_5,Hokkaido,2020-03-15,9,00001,3
itm_12,Fukuoka,2020-03-10,0,00001,4
itm_14,Tokyo,2020-03-21,4,00001,0
itm_15,Osaka,2020-03-17,4,00001,1
itm_12,Hokkaido,2020-03-27,8,00001,3
itm_4,Hokkaido,2020-03-05,0,00001,3
itm_12,Saitama,2020-03-26,5,00001,5
itm_5,Osaka,2020-03-21,7,00001,1
itm_5,Fukuoka,2020-03-25,3,00001,4
itm_9,Osaka,2020-03-08,9,00001,1
itm_5,Saitama,2020-03-14,6,00001,5
itm_19,Saitama,2020-03-22,8,00001,5
itm_10,Fukuoka,2020-03-12,5,00001,4
itm_0,Saitama,2020-03-10,0,00001,5
itm_10,Osaka,2020-03-01,4,00001,1
itm_8,Hokkaido,2020-03-28,8,00001,3
itm_14,Hokkaido,2020-03-18,5,00001,3
itm_7,Tokyo,2020-03-17,1,00001,0
itm_1,Fukuoka,2020-03-08,1,00001,4
itm_3,Saitama,2020-03-14,3,00001,5
itm_12,Nagoya,2020-03-13,5,00001,2
itm_17,Osaka,2020-03-12,8,00001,1
itm_8,Nagoya,2020-03-11,5,00001,2
itm_11,Saitama,2020-03-18,2,00001,5
itm_17,Osaka,2020-03-08,0,00001,1
itm_19,Fukuoka,2020-03-08,6,00001,4
itm_6,Fukuoka,2020-03-28,8,00001,4
itm_5,Nagoya,2020-03-09,1,00001,2
itm_12,Nagoya,2020-03-01,1,00001,2
itm_2,Fukuoka,2020-03-26,2,00001,4
itm_12,Hokkaido,2020-03-10,5,00001,3
itm_2,Fukuoka,2020-03-15,8,00001,4
itm_16,Saitama,2020-03-21,5,00001,5
itm_11,Nagoya,2020-03-16,4,00001,2
itm_11,Fukuoka,2020-03-20,0,00001,4
itm_17,Hokkaido,2020-03-27,3,00001,3
itm_17,Hokkaido,2020-03-15,7,00001,3
itm_19,Hokkaido,2020-03-20,5,00001,3
itm_18,Saitama,2020-03-19,7,00001,5
itm_9,Fukuoka,2020-03-03,4,00001,4
itm_1,Tokyo,2020-03-03,4,00001,0
itm_16,Saitama,2020-03-15,6,00001,5
itm_9,Nagoya,2020-03-26,4,00001,2
itm_1,Hokkaido,2020-03-16,0,00001,3
itm_5,Fukuoka,2020-03-27,7,00001,4
itm_16,Osaka,2020-03-25,8,00001,1
itm_6,Nagoya,2020-03-22,7,00001,2
itm_4,Osaka,2020-03-27,8,00001,1
